# BUSCO version is: 5.7.1 
# The lineage dataset is: poales_odb10 (Creation date: 2024-01-08, number of genomes: 12, number of BUSCOs: 4896)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length	OrthoDB url	Description
2934at38820	Duplicated	chr6A_AGS2000	509629426	509622551	-	894.9	562	https://v10-1.orthodb.org/?query=2934at38820	DNA polymerase III, clamp loader complex, gamma/delta/delta subunit, C-terminal
2947at38820	Duplicated	chr3B_AGS2000	187478687	187481021	+	1196.5	589	https://v10-1.orthodb.org/?query=2947at38820	HAT, C-terminal dimerisation domain
2947at38820	Duplicated	chr3A_AGS2000	140728801	140731215	+	1194.5	589	https://v10-1.orthodb.org/?query=2947at38820	HAT, C-terminal dimerisation domain
2947at38820	Duplicated	chr3D_AGS2000	144345517	144347850	+	1194.2	589	https://v10-1.orthodb.org/?query=2947at38820	HAT, C-terminal dimerisation domain
2950at38820	Duplicated	chr4A_AGS2000	60754345	60745694	-	1034.2	577	https://v10-1.orthodb.org/?query=2950at38820	Vacuole morphology and inheritance protein 14
2950at38820	Duplicated	chr4B_AGS2000	515711237	515719545	+	1034.9	554	https://v10-1.orthodb.org/?query=2950at38820	Vacuole morphology and inheritance protein 14
2950at38820	Duplicated	chr4D_AGS2000	413481370	413489492	+	1034.9	554	https://v10-1.orthodb.org/?query=2950at38820	Vacuole morphology and inheritance protein 14
2955at38820	Duplicated	chr1D_AGS2000	300417154	300419923	+	1365.0	813	https://v10-1.orthodb.org/?query=2955at38820	AP-3 complex subunit delta
2955at38820	Duplicated	chr1A_AGS2000	383202899	383205665	+	1364.9	813	https://v10-1.orthodb.org/?query=2955at38820	AP-3 complex subunit delta
2955at38820	Duplicated	chr1B_AGS2000	488055883	488058652	+	1358.0	813	https://v10-1.orthodb.org/?query=2955at38820	AP-3 complex subunit delta
2957at38820	Duplicated	chr7A_AGS2000	186218696	186224605	+	1228.3	668	https://v10-1.orthodb.org/?query=2957at38820	Rad4 beta-hairpin domain 2
2957at38820	Duplicated	chr7D_AGS2000	181137842	181131690	-	1243.1	662	https://v10-1.orthodb.org/?query=2957at38820	Rad4 beta-hairpin domain 2
2957at38820	Duplicated	chr7B_AGS2000	144700598	144706641	+	1232.0	662	https://v10-1.orthodb.org/?query=2957at38820	Rad4 beta-hairpin domain 2
2960at38820	Duplicated	chr5A_AGS2000	118921127	118925167	+	1314.6	620	https://v10-1.orthodb.org/?query=2960at38820	Tetratricopeptide repeat
2960at38820	Duplicated	chr5D_AGS2000	115591982	115596514	+	1311.1	620	https://v10-1.orthodb.org/?query=2960at38820	Tetratricopeptide repeat
2960at38820	Duplicated	chr5B_AGS2000	129325199	129329278	+	1304.8	620	https://v10-1.orthodb.org/?query=2960at38820	Tetratricopeptide repeat
2966at38820	Duplicated	chr3D_AGS2000	398089012	398077599	-	1400.9	758	https://v10-1.orthodb.org/?query=2966at38820	Pentatricopeptide repeat
2966at38820	Duplicated	chr3B_AGS2000	514993080	514986432	-	1395.0	757	https://v10-1.orthodb.org/?query=2966at38820	Pentatricopeptide repeat
2966at38820	Duplicated	chr3A_AGS2000	513682450	513676024	-	1397.2	751	https://v10-1.orthodb.org/?query=2966at38820	Pentatricopeptide repeat
2967at38820	Duplicated	chr6D_AGS2000	91678317	91673026	-	1214.6	567	https://v10-1.orthodb.org/?query=2967at38820	Protein arginine N-methyltransferase
2967at38820	Duplicated	chr6A_AGS2000	86633905	86628448	-	1212.6	567	https://v10-1.orthodb.org/?query=2967at38820	Protein arginine N-methyltransferase
2967at38820	Duplicated	chr6B_AGS2000	142831473	142836966	+	1212.2	567	https://v10-1.orthodb.org/?query=2967at38820	Protein arginine N-methyltransferase
2968at38820	Duplicated	chr4A_AGS2000	558336152	558324374	-	1371.2	669	https://v10-1.orthodb.org/?query=2968at38820	Conserved oligomeric Golgi complex, subunit 2, N-terminal
2968at38820	Duplicated	chr4D_AGS2000	45385686	45397214	+	1370.8	669	https://v10-1.orthodb.org/?query=2968at38820	Conserved oligomeric Golgi complex, subunit 2, N-terminal
2968at38820	Duplicated	chr4B_AGS2000	66840180	66857733	+	1366.8	669	https://v10-1.orthodb.org/?query=2968at38820	Conserved oligomeric Golgi complex, subunit 2, N-terminal
2971at38820	Duplicated	chr3B_AGS2000	521572462	521564563	-	1013.2	515	https://v10-1.orthodb.org/?query=2971at38820	Nucleoporin Nup85-like
2971at38820	Duplicated	chr3D_AGS2000	402884420	402892228	+	1011.8	515	https://v10-1.orthodb.org/?query=2971at38820	Nucleoporin Nup85-like
2971at38820	Duplicated	chr3A_AGS2000	519819158	519811411	-	1011.4	515	https://v10-1.orthodb.org/?query=2971at38820	Nucleoporin Nup85-like
2972at38820	Duplicated	chr6A_AGS2000	591621824	591618798	-	1097.3	671	https://v10-1.orthodb.org/?query=2972at38820	P-loop containing nucleoside triphosphate hydrolase
2972at38820	Duplicated	chr6D_AGS2000	467141032	467138008	-	1105.6	670	https://v10-1.orthodb.org/?query=2972at38820	P-loop containing nucleoside triphosphate hydrolase
2972at38820	Duplicated	chr6B_AGS2000	668809830	668806804	-	1089.2	670	https://v10-1.orthodb.org/?query=2972at38820	P-loop containing nucleoside triphosphate hydrolase
2978at38820	Duplicated	chr5D_AGS2000	499132841	499138320	+	980.9	563	https://v10-1.orthodb.org/?query=2978at38820	N-acetylglucosaminyl transferase component
2978at38820	Duplicated	chr5B_AGS2000	618864263	618869720	+	980.8	563	https://v10-1.orthodb.org/?query=2978at38820	N-acetylglucosaminyl transferase component
2978at38820	Duplicated	chr5A_AGS2000	606906148	607013807	+	938.9	524	https://v10-1.orthodb.org/?query=2978at38820	N-acetylglucosaminyl transferase component
2979at38820	Duplicated	chr3B_AGS2000	694299295	694293380	-	1134.7	618	https://v10-1.orthodb.org/?query=2979at38820	Sn1-specific diacylglycerol lipase alpha
2979at38820	Duplicated	chr3A_AGS2000	647366364	647360481	-	1143.5	617	https://v10-1.orthodb.org/?query=2979at38820	Sn1-specific diacylglycerol lipase alpha
2979at38820	Duplicated	chr3D_AGS2000	527003320	526997436	-	1139.6	617	https://v10-1.orthodb.org/?query=2979at38820	Sn1-specific diacylglycerol lipase alpha
2981at38820	Duplicated	chr5A_AGS2000	365025421	365034096	+	1093.3	539	https://v10-1.orthodb.org/?query=2981at38820	UbiB domain
2981at38820	Duplicated	chr5B_AGS2000	329195022	329203226	+	1091.7	539	https://v10-1.orthodb.org/?query=2981at38820	UbiB domain
2981at38820	Duplicated	chr5D_AGS2000	285717515	285725494	+	1096.1	526	https://v10-1.orthodb.org/?query=2981at38820	UbiB domain
2983at38820	Duplicated	chr1A_AGS2000	333966070	333877962	-	1381.6	695	https://v10-1.orthodb.org/?query=2983at38820	DNA mismatch repair protein MutS, C-terminal
2983at38820	Duplicated	chr1D_AGS2000	251619694	251609358	-	1376.4	695	https://v10-1.orthodb.org/?query=2983at38820	DNA mismatch repair protein MutS, C-terminal
2983at38820	Duplicated	chr1B_AGS2000	443138007	443158098	+	1371.6	695	https://v10-1.orthodb.org/?query=2983at38820	DNA mismatch repair protein MutS, C-terminal
2987at38820	Duplicated	chr7B_AGS2000	721554754	721559604	+	1557.2	705	https://v10-1.orthodb.org/?query=2987at38820	Histidine kinase/HSP90-like ATPase
2987at38820	Duplicated	chr7D_AGS2000	627589168	627584280	-	1557.2	705	https://v10-1.orthodb.org/?query=2987at38820	Histidine kinase/HSP90-like ATPase
2987at38820	Duplicated	chr7A_AGS2000	723601859	723596908	-	1555.8	705	https://v10-1.orthodb.org/?query=2987at38820	Histidine kinase/HSP90-like ATPase
2992at38820	Duplicated	chr2B_AGS2000	539702082	539709994	+	1441.8	757	https://v10-1.orthodb.org/?query=2992at38820	ATP-dependent DNA helicase Q-like 5
2992at38820	Duplicated	chr2D_AGS2000	449734702	449742962	+	1435.1	757	https://v10-1.orthodb.org/?query=2992at38820	ATP-dependent DNA helicase Q-like 5
2992at38820	Duplicated	chr2A_AGS2000	591310227	591318908	+	1291.9	695	https://v10-1.orthodb.org/?query=2992at38820	ATP-dependent DNA helicase Q-like 5
2997at38820	Duplicated	chr4D_AGS2000	134832633	134837321	+	1165.1	695	https://v10-1.orthodb.org/?query=2997at38820	Ribonucleases P/MRP protein subunit Pop1
2997at38820	Duplicated	chr4B_AGS2000	172794433	172789379	-	1157.2	695	https://v10-1.orthodb.org/?query=2997at38820	Ribonucleases P/MRP protein subunit Pop1
2997at38820	Duplicated	chr4A_AGS2000	436148034	436143280	-	1156.5	695	https://v10-1.orthodb.org/?query=2997at38820	Ribonucleases P/MRP protein subunit Pop1
2998at38820	Duplicated	chr1D_AGS2000	90836962	90821930	-	1336.0	699	https://v10-1.orthodb.org/?query=2998at38820	ATP-dependent DNA helicase
2998at38820	Duplicated	chr1A_AGS2000	90645549	90633426	-	1334.4	698	https://v10-1.orthodb.org/?query=2998at38820	ATP-dependent DNA helicase
2998at38820	Duplicated	chr1B_AGS2000	158673584	158662615	-	1329.9	698	https://v10-1.orthodb.org/?query=2998at38820	ATP-dependent DNA helicase
3001at38820	Duplicated	chr5D_AGS2000	356852907	356850397	-	1197.0	545	https://v10-1.orthodb.org/?query=3001at38820	S-adenosyl-L-methionine-dependent methyltransferase
3001at38820	Duplicated	chr5B_AGS2000	420871249	420868743	-	1196.2	545	https://v10-1.orthodb.org/?query=3001at38820	S-adenosyl-L-methionine-dependent methyltransferase
3001at38820	Duplicated	chr5A_AGS2000	445188614	445186107	-	1193.0	545	https://v10-1.orthodb.org/?query=3001at38820	S-adenosyl-L-methionine-dependent methyltransferase
3003at38820	Duplicated	chr1D_AGS2000	285317202	285319556	+	1248.4	626	https://v10-1.orthodb.org/?query=3003at38820	Urea-proton symporter DUR3
3003at38820	Duplicated	chr1A_AGS2000	365747369	365757706	+	1245.0	626	https://v10-1.orthodb.org/?query=3003at38820	Urea-proton symporter DUR3
3003at38820	Duplicated	chr1B_AGS2000	470189050	470191451	+	1243.0	626	https://v10-1.orthodb.org/?query=3003at38820	Urea-proton symporter DUR3
3004at38820	Duplicated	chr3B_AGS2000	579681190	579689201	+	1221.5	598	https://v10-1.orthodb.org/?query=3004at38820	Dyggve-melchior-clausen syndrome protein
3004at38820	Duplicated	chr3D_AGS2000	445711588	445719009	+	1218.9	598	https://v10-1.orthodb.org/?query=3004at38820	Dyggve-melchior-clausen syndrome protein
3004at38820	Duplicated	chr3A_AGS2000	563558780	563551780	-	1217.7	598	https://v10-1.orthodb.org/?query=3004at38820	Dyggve-melchior-clausen syndrome protein
3010at38820	Duplicated	chr5D_AGS2000	260016175	260010988	-	1099.3	617	https://v10-1.orthodb.org/?query=3010at38820	Kelch repeat type 1
3010at38820	Duplicated	chr5A_AGS2000	334924545	334916716	-	1095.1	617	https://v10-1.orthodb.org/?query=3010at38820	Kelch repeat type 1
3010at38820	Duplicated	chr5B_AGS2000	298958701	298953616	-	1093.4	617	https://v10-1.orthodb.org/?query=3010at38820	Kelch repeat type 1
3011at38820	Duplicated	chr5D_AGS2000	126649885	126645914	-	1532.1	794	https://v10-1.orthodb.org/?query=3011at38820	Translation elongation factor EFTs/EF1B
3011at38820	Duplicated	chr5B_AGS2000	142465396	142461437	-	1528.6	794	https://v10-1.orthodb.org/?query=3011at38820	Translation elongation factor EFTs/EF1B
3011at38820	Duplicated	chr5A_AGS2000	136311313	136307362	-	1526.8	794	https://v10-1.orthodb.org/?query=3011at38820	Translation elongation factor EFTs/EF1B
3014at38820	Duplicated	chr7A_AGS2000	388750031	388742840	-	1459.1	822	https://v10-1.orthodb.org/?query=3014at38820	RNA polymerase II-binding domain
3014at38820	Duplicated	chr7B_AGS2000	333196961	333204143	+	1449.1	822	https://v10-1.orthodb.org/?query=3014at38820	RNA polymerase II-binding domain
3014at38820	Duplicated	chr7D_AGS2000	344751118	344761647	+	1441.8	822	https://v10-1.orthodb.org/?query=3014at38820	RNA polymerase II-binding domain
3015at38820	Duplicated	chr3B_AGS2000	271361729	271375374	+	1318.5	834	https://v10-1.orthodb.org/?query=3015at38820	DnaJ homolog subfamily C member 7
3015at38820	Duplicated	chr3A_AGS2000	236869740	236879220	+	1329.1	824	https://v10-1.orthodb.org/?query=3015at38820	DnaJ homolog subfamily C member 7
3015at38820	Duplicated	chr3D_AGS2000	202393309	202407684	+	1338.7	823	https://v10-1.orthodb.org/?query=3015at38820	DnaJ homolog subfamily C member 7
3028at38820	Duplicated	chr4B_AGS2000	653329403	653337953	+	1410.8	706	https://v10-1.orthodb.org/?query=3028at38820	DEAD-box ATP-dependent RNA helicase 29
3028at38820	Duplicated	chr4D_AGS2000	510489628	510498062	+	1410.0	706	https://v10-1.orthodb.org/?query=3028at38820	DEAD-box ATP-dependent RNA helicase 29
3028at38820	Duplicated	chr5A_AGS2000	679603057	679611325	+	1330.6	695	https://v10-1.orthodb.org/?query=3028at38820	DEAD-box ATP-dependent RNA helicase 29
3033at38820	Complete	chr7A_AGS2000	93280971	93286571	+	1532.3	798	https://v10-1.orthodb.org/?query=3033at38820	Development/cell death domain
3035at38820	Duplicated	chr4D_AGS2000	87958863	87965297	+	1303.2	796	https://v10-1.orthodb.org/?query=3035at38820	PIN domain
3035at38820	Duplicated	chr4A_AGS2000	500690157	500696266	+	1232.5	796	https://v10-1.orthodb.org/?query=3035at38820	PIN domain
3035at38820	Duplicated	chr4B_AGS2000	127712966	127719194	+	1211.9	796	https://v10-1.orthodb.org/?query=3035at38820	PIN domain
3036at38820	Duplicated	chr4D_AGS2000	431157256	431151910	-	1241.5	597	https://v10-1.orthodb.org/?query=3036at38820	Conserved oligomeric Golgi complex subunit 6
3036at38820	Duplicated	chr4A_AGS2000	62557852	62563304	+	1238.2	597	https://v10-1.orthodb.org/?query=3036at38820	Conserved oligomeric Golgi complex subunit 6
3036at38820	Duplicated	chr4B_AGS2000	511344041	511338656	-	1236.7	597	https://v10-1.orthodb.org/?query=3036at38820	Conserved oligomeric Golgi complex subunit 6
3038at38820	Duplicated	chr1B_AGS2000	691512439	691504997	-	1124.8	544	https://v10-1.orthodb.org/?query=3038at38820	Beta-galactosidase
3038at38820	Duplicated	chr1D_AGS2000	446125006	446116109	-	1124.7	544	https://v10-1.orthodb.org/?query=3038at38820	Beta-galactosidase
3038at38820	Duplicated	chr1A_AGS2000	547280387	547273503	-	1061.7	542	https://v10-1.orthodb.org/?query=3038at38820	Beta-galactosidase
3042at38820	Duplicated	chr3D_AGS2000	446615821	446611211	-	1066.4	713	https://v10-1.orthodb.org/?query=3042at38820	Plus-3 domain
3042at38820	Duplicated	chr3B_AGS2000	581122327	581126806	+	1061.4	713	https://v10-1.orthodb.org/?query=3042at38820	Plus-3 domain
3042at38820	Duplicated	chr3A_AGS2000	563979084	563974621	-	1035.0	686	https://v10-1.orthodb.org/?query=3042at38820	Plus-3 domain
3043at38820	Duplicated	chr3B_AGS2000	829850017	829844808	-	1309.4	588	https://v10-1.orthodb.org/?query=3043at38820	tRNA uridine 5-carboxymethylaminomethyl modification enzyme MnmG
3043at38820	Duplicated	chr3A_AGS2000	737579315	737495835	-	1305.2	588	https://v10-1.orthodb.org/?query=3043at38820	tRNA uridine 5-carboxymethylaminomethyl modification enzyme MnmG
3043at38820	Duplicated	chr3D_AGS2000	620924746	620871281	-	1304.2	588	https://v10-1.orthodb.org/?query=3043at38820	tRNA uridine 5-carboxymethylaminomethyl modification enzyme MnmG
3046at38820	Duplicated	chr4D_AGS2000	95903868	95898648	-	1238.7	604	https://v10-1.orthodb.org/?query=3046at38820	Digalactosyldiacylglycerol synthase 1, chloroplastic
3046at38820	Duplicated	chr4B_AGS2000	136503609	136498058	-	1235.2	604	https://v10-1.orthodb.org/?query=3046at38820	Digalactosyldiacylglycerol synthase 1, chloroplastic
3046at38820	Duplicated	chr4B_AGS2000	136568282	136562732	-	1235.2	604	https://v10-1.orthodb.org/?query=3046at38820	Digalactosyldiacylglycerol synthase 1, chloroplastic
3046at38820	Duplicated	chr4A_AGS2000	490862647	490874572	+	1233.6	604	https://v10-1.orthodb.org/?query=3046at38820	Digalactosyldiacylglycerol synthase 1, chloroplastic
3049at38820	Duplicated	chr4B_AGS2000	572440000	572436281	-	1280.0	660	https://v10-1.orthodb.org/?query=3049at38820	Peptidase S8 propeptide/proteinase inhibitor I9
3049at38820	Duplicated	chr4D_AGS2000	459094834	459091137	-	1273.9	660	https://v10-1.orthodb.org/?query=3049at38820	Peptidase S8 propeptide/proteinase inhibitor I9
3049at38820	Duplicated	chr4A_AGS2000	24534976	24538721	+	1284.1	659	https://v10-1.orthodb.org/?query=3049at38820	Peptidase S8 propeptide/proteinase inhibitor I9
3050at38820	Duplicated	chr5A_AGS2000	432652953	432659663	+	1254.0	617	https://v10-1.orthodb.org/?query=3050at38820	Sterile alpha motif domain
3050at38820	Duplicated	chr5D_AGS2000	344014149	344024407	+	1262.7	616	https://v10-1.orthodb.org/?query=3050at38820	Sterile alpha motif domain
3050at38820	Duplicated	chr5B_AGS2000	404574183	404579309	+	1257.9	610	https://v10-1.orthodb.org/?query=3050at38820	Sterile alpha motif domain
3052at38820	Duplicated	chr4D_AGS2000	21658130	21654409	-	1219.9	766	https://v10-1.orthodb.org/?query=3052at38820	GTD-binding domain
3052at38820	Duplicated	chr4A_AGS2000	582827592	582831338	+	1213.0	764	https://v10-1.orthodb.org/?query=3052at38820	GTD-binding domain
3052at38820	Duplicated	chr4B_AGS2000	36822893	36819291	-	1186.9	729	https://v10-1.orthodb.org/?query=3052at38820	GTD-binding domain
3055at38820	Duplicated	chr7A_AGS2000	226027705	226014612	-	1195.8	684	https://v10-1.orthodb.org/?query=3055at38820	protein ENHANCED DOWNY MILDEW 2
3055at38820	Duplicated	chr7D_AGS2000	211588398	211580334	-	1191.8	682	https://v10-1.orthodb.org/?query=3055at38820	protein ENHANCED DOWNY MILDEW 2
3055at38820	Duplicated	chr7B_AGS2000	207810743	207818607	+	1187.6	681	https://v10-1.orthodb.org/?query=3055at38820	protein ENHANCED DOWNY MILDEW 2
3057at38820	Duplicated	chr5D_AGS2000	259038	256461	-	1220.2	687	https://v10-1.orthodb.org/?query=3057at38820	Cation/H(+) antiporter 28
3057at38820	Duplicated	ptg000059l	705112	707683	+	1218.7	687	https://v10-1.orthodb.org/?query=3057at38820	Cation/H(+) antiporter 28
3057at38820	Duplicated	chr5A_AGS2000	5417513	5414954	-	1218.6	687	https://v10-1.orthodb.org/?query=3057at38820	Cation/H(+) antiporter 28
3065at38820	Complete	chr3A_AGS2000	32602697	32572435	-	1045.0	626	https://v10-1.orthodb.org/?query=3065at38820	Glutathione S-transferase, C-terminal
3073at38820	Duplicated	chr2A_AGS2000	645768247	645773042	+	1277.8	649	https://v10-1.orthodb.org/?query=3073at38820	Sphingoid long-chain bases kinase 1
3073at38820	Duplicated	chr2D_AGS2000	502300112	502304757	+	1274.6	649	https://v10-1.orthodb.org/?query=3073at38820	Sphingoid long-chain bases kinase 1
3073at38820	Duplicated	chr2B_AGS2000	599571413	599576189	+	1274.3	649	https://v10-1.orthodb.org/?query=3073at38820	Sphingoid long-chain bases kinase 1
3078at38820	Duplicated	chr6D_AGS2000	447112260	447117422	+	1207.2	547	https://v10-1.orthodb.org/?query=3078at38820	WD40-repeat-containing domain
3078at38820	Duplicated	chr6A_AGS2000	570513443	570518935	+	1201.2	547	https://v10-1.orthodb.org/?query=3078at38820	WD40-repeat-containing domain
3078at38820	Duplicated	chr6B_AGS2000	636947648	636953330	+	1207.3	546	https://v10-1.orthodb.org/?query=3078at38820	WD40-repeat-containing domain
3081at38820	Duplicated	chr5D_AGS2000	583376286	583379172	+	1424.9	801	https://v10-1.orthodb.org/?query=3081at38820	GC-rich sequence DNA-binding factor
3081at38820	Duplicated	chr4A_AGS2000	616208213	616211105	+	1422.4	801	https://v10-1.orthodb.org/?query=3081at38820	GC-rich sequence DNA-binding factor
3081at38820	Duplicated	chr5B_AGS2000	728822953	728820043	-	1415.9	801	https://v10-1.orthodb.org/?query=3081at38820	GC-rich sequence DNA-binding factor
3086at38820	Duplicated	chr1D_AGS2000	350220573	350211607	-	1209.0	594	https://v10-1.orthodb.org/?query=3086at38820	FAD-dependent oxidoreductase 2, FAD binding domain
3086at38820	Duplicated	chr1A_AGS2000	457009344	457000017	-	1208.3	594	https://v10-1.orthodb.org/?query=3086at38820	FAD-dependent oxidoreductase 2, FAD binding domain
3086at38820	Duplicated	chr1B_AGS2000	553888836	553879311	-	1207.7	594	https://v10-1.orthodb.org/?query=3086at38820	FAD-dependent oxidoreductase 2, FAD binding domain
3087at38820	Duplicated	chr1D_AGS2000	62623600	62618235	-	1136.8	590	https://v10-1.orthodb.org/?query=3087at38820	Long chain acyl-CoA synthetase 1
3087at38820	Duplicated	chr1B_AGS2000	119466351	119460972	-	1136.1	590	https://v10-1.orthodb.org/?query=3087at38820	Long chain acyl-CoA synthetase 1
3087at38820	Duplicated	chr1A_AGS2000	64991131	64984867	-	1134.4	590	https://v10-1.orthodb.org/?query=3087at38820	Long chain acyl-CoA synthetase 1
3089at38820	Duplicated	chr2B_AGS2000	791507543	791513192	+	1191.9	600	https://v10-1.orthodb.org/?query=3089at38820	LOC100827170
3089at38820	Duplicated	chr6D_AGS2000	2540964	2546889	+	1191.0	599	https://v10-1.orthodb.org/?query=3089at38820	LOC100827170
3089at38820	Duplicated	chr6A_AGS2000	3464282	3458970	-	1189.7	599	https://v10-1.orthodb.org/?query=3089at38820	LOC100827170
3093at38820	Duplicated	chr5A_AGS2000	135169583	135160275	-	1073.2	707	https://v10-1.orthodb.org/?query=3093at38820	Meiosis-specific protein ASY3-like
3093at38820	Duplicated	chr2D_AGS2000	12183283	12177761	-	1064.4	707	https://v10-1.orthodb.org/?query=3093at38820	Meiosis-specific protein ASY3-like
3093at38820	Duplicated	chr5B_AGS2000	141121454	141102157	-	1060.8	707	https://v10-1.orthodb.org/?query=3093at38820	Meiosis-specific protein ASY3-like
3093at38820	Duplicated	chr5D_AGS2000	54901326	54895907	-	1045.6	707	https://v10-1.orthodb.org/?query=3093at38820	Meiosis-specific protein ASY3-like
3093at38820	Duplicated	chr2B_AGS2000	16748905	16743273	-	1025.6	707	https://v10-1.orthodb.org/?query=3093at38820	Meiosis-specific protein ASY3-like
3093at38820	Duplicated	chr2A_AGS2000	8696900	8691282	-	986.8	707	https://v10-1.orthodb.org/?query=3093at38820	Meiosis-specific protein ASY3-like
3093at38820	Duplicated	chr5B_AGS2000	58391942	58386503	-	957.7	707	https://v10-1.orthodb.org/?query=3093at38820	Meiosis-specific protein ASY3-like
3093at38820	Duplicated	chr5A_AGS2000	45200996	45195544	-	957.5	707	https://v10-1.orthodb.org/?query=3093at38820	Meiosis-specific protein ASY3-like
3093at38820	Duplicated	chr5D_AGS2000	126015896	126007340	-	1093.2	700	https://v10-1.orthodb.org/?query=3093at38820	Meiosis-specific protein ASY3-like
3100at38820	Duplicated	chr2A_AGS2000	649679627	649677343	-	870.9	440	https://v10-1.orthodb.org/?query=3100at38820	Tetratricopeptide repeat
3100at38820	Duplicated	chr2B_AGS2000	605550386	605548085	-	868.8	440	https://v10-1.orthodb.org/?query=3100at38820	Tetratricopeptide repeat
3100at38820	Duplicated	chr2D_AGS2000	506968393	506966083	-	867.7	440	https://v10-1.orthodb.org/?query=3100at38820	Tetratricopeptide repeat
3106at38820	Duplicated	chr2B_AGS2000	174649212	174639700	-	1072.2	561	https://v10-1.orthodb.org/?query=3106at38820	DnaJ domain
3106at38820	Duplicated	chr2D_AGS2000	115225295	115212646	-	968.7	559	https://v10-1.orthodb.org/?query=3106at38820	DnaJ domain
3106at38820	Duplicated	chr2A_AGS2000	107979307	107887352	-	1039.2	539	https://v10-1.orthodb.org/?query=3106at38820	DnaJ domain
3120at38820	Duplicated	chr2A_AGS2000	558759870	558767499	+	1330.4	762	https://v10-1.orthodb.org/?query=3120at38820	ZYP1 protein
3120at38820	Duplicated	chr2D_AGS2000	417428715	417436043	+	1330.1	762	https://v10-1.orthodb.org/?query=3120at38820	ZYP1 protein
3120at38820	Duplicated	chr2B_AGS2000	505286990	505294608	+	1323.4	762	https://v10-1.orthodb.org/?query=3120at38820	ZYP1 protein
3125at38820	Duplicated	chr3B_AGS2000	298959119	298968016	+	1276.0	615	https://v10-1.orthodb.org/?query=3125at38820	Partial AB-hydrolase lipase domain
3125at38820	Duplicated	chr3D_AGS2000	229730068	229720991	-	1279.5	614	https://v10-1.orthodb.org/?query=3125at38820	Partial AB-hydrolase lipase domain
3125at38820	Duplicated	chr3A_AGS2000	278667905	278677348	+	1276.1	614	https://v10-1.orthodb.org/?query=3125at38820	Partial AB-hydrolase lipase domain
3134at38820	Duplicated	chr2B_AGS2000	805949794	805944550	-	1070.8	538	https://v10-1.orthodb.org/?query=3134at38820	Leucine-rich repeat-containing N-terminal, plant-type
3134at38820	Duplicated	chr2A_AGS2000	783070089	783065789	-	1067.0	537	https://v10-1.orthodb.org/?query=3134at38820	Leucine-rich repeat-containing N-terminal, plant-type
3134at38820	Duplicated	chr2D_AGS2000	651228328	651223756	-	1064.9	537	https://v10-1.orthodb.org/?query=3134at38820	Leucine-rich repeat-containing N-terminal, plant-type
3137at38820	Duplicated	chr2D_AGS2000	87096591	87098793	+	1216.3	613	https://v10-1.orthodb.org/?query=3137at38820	Pentatricopeptide repeat
3137at38820	Duplicated	chr2A_AGS2000	84941472	84943665	+	1202.5	613	https://v10-1.orthodb.org/?query=3137at38820	Pentatricopeptide repeat
3137at38820	Duplicated	chr2B_AGS2000	142084395	142086597	+	1200.3	613	https://v10-1.orthodb.org/?query=3137at38820	Pentatricopeptide repeat
3147at38820	Duplicated	chr5A_AGS2000	52881365	52879265	-	1290.7	643	https://v10-1.orthodb.org/?query=3147at38820	Pentatricopeptide repeat
3147at38820	Duplicated	chr5D_AGS2000	64862323	64860223	-	1289.2	643	https://v10-1.orthodb.org/?query=3147at38820	Pentatricopeptide repeat
3147at38820	Duplicated	chr5B_AGS2000	69126865	69128965	+	1284.2	643	https://v10-1.orthodb.org/?query=3147at38820	Pentatricopeptide repeat
3148at38820	Duplicated	chr1A_AGS2000	230482592	230494471	+	1245.0	607	https://v10-1.orthodb.org/?query=3148at38820	Starch synthase, chloroplastic/amyloplastic
3148at38820	Duplicated	chr1D_AGS2000	188621288	188636147	+	1243.2	605	https://v10-1.orthodb.org/?query=3148at38820	Starch synthase, chloroplastic/amyloplastic
3148at38820	Duplicated	chr1B_AGS2000	344993403	345006331	+	1238.6	602	https://v10-1.orthodb.org/?query=3148at38820	Starch synthase, chloroplastic/amyloplastic
3157at38820	Duplicated	chr3A_AGS2000	506641789	506645423	+	1109.6	585	https://v10-1.orthodb.org/?query=3157at38820	Glycosylphosphatidylinositol anchor attachment 1 protein
3157at38820	Duplicated	chr3B_AGS2000	506505561	506508997	+	1107.4	585	https://v10-1.orthodb.org/?query=3157at38820	Glycosylphosphatidylinositol anchor attachment 1 protein
3157at38820	Duplicated	chr3D_AGS2000	392557033	392560662	+	1107.4	585	https://v10-1.orthodb.org/?query=3157at38820	Glycosylphosphatidylinositol anchor attachment 1 protein
3159at38820	Duplicated	chr7A_AGS2000	64625490	64618008	-	1242.4	595	https://v10-1.orthodb.org/?query=3159at38820	UbiB domain
3159at38820	Duplicated	chr4A_AGS2000	681678702	681671083	-	1247.6	594	https://v10-1.orthodb.org/?query=3159at38820	UbiB domain
3159at38820	Duplicated	chr7D_AGS2000	59413730	59406758	-	1246.1	594	https://v10-1.orthodb.org/?query=3159at38820	UbiB domain
3162at38820	Duplicated	chr5A_AGS2000	624977328	624979491	+	1098.9	628	https://v10-1.orthodb.org/?query=3162at38820	Pentatricopeptide repeat
3162at38820	Duplicated	chr5D_AGS2000	512906535	512908698	+	1093.3	628	https://v10-1.orthodb.org/?query=3162at38820	Pentatricopeptide repeat
